         CRIM     ZN  INDUS  CHAS     NOX     RM   AGE      DIS   RAD    TAX  PTRARIO       B  LSTAT    PRICE
227  0.397688   60.0  17.99   0.0  0.8068  7.178  31.4   7.4191  17.0  488.0     14.0  302.30   8.05   445.28
228  0.121874   52.0  21.78   0.0  0.1950  7.505  75.9  10.3733   0.0  404.0     18.8  310.17  19.15   118.92
229  2.008605    7.0   7.77   0.0  0.4879  7.526  52.0  11.9923  23.0  326.0     24.9  323.29  28.08   180.84
230  0.862398   34.0  13.61   0.0  0.3534  7.163  97.2   0.4414  15.0  419.0     22.9  347.15  20.38    58.46
231  2.430800   29.0  18.69   1.0  0.2741  7.628  37.8   4.8829  12.0  412.0     22.1   12.89  11.68    66.78
232  0.316032   68.0  16.94   1.0  0.6880  6.341  60.3   4.7347  15.0  387.0     23.7   80.71  21.92   144.38
233  1.501187   31.0  25.85   1.0  0.7190  7.951  85.6  10.3458  24.0  345.0     11.7   18.99  20.62   413.02
234  0.274495   13.0   6.42   0.0  0.6534  5.912   1.4   8.9089   5.0  319.0     10.4    6.87  21.00   125.36
235  0.869195  100.0  11.36   1.0  0.7264  5.885  19.9   3.6471  17.0  327.0     14.2   56.39  15.76   118.68
236  0.230558   58.0  25.37   1.0  0.2872  7.271  88.6   1.3527  10.0  497.0     17.9   71.60  17.80    40.81
237  1.256712    5.0   7.98   1.0  0.3498  6.382  62.8  12.8801   8.0  495.0     19.4   25.51  21.79   138.87
238  2.295568   98.0  21.54   1.0  0.4675  6.594  48.7   6.0536  21.0  250.0     17.4  336.18   6.70   140.75
239  0.965425   40.0  21.31   0.0  0.3645  6.134  78.6  12.3827  19.0  228.0     13.4   34.48  11.83   128.71
240  0.407720   75.0  16.51   0.0  0.1566  5.583  88.5   8.4448   6.0  465.0     10.1   92.13   8.30   100.71
241  0.588928   43.0  20.08   0.0  0.8359  7.689  66.3   2.7415  24.0  206.0     15.7   15.49  21.41   663.59
242  0.892938    4.0   8.26   0.0  0.2330  6.417  77.7   6.3827  11.0  392.0     15.3   79.37  23.34    78.79
243  0.985979   79.0   7.09   0.0  0.1562  5.571  62.5   9.3229  24.0  328.0     10.1   65.94  24.99   100.29
244  0.469569   16.0  18.38   1.0  0.9184  6.136   5.8   0.8127  23.0  488.0     11.3  388.27  18.41   320.85
245  0.307747   67.0  23.09   0.0  0.9429  5.540  18.4  10.5040  22.0  281.0     19.3  389.94  25.79   306.71
246  0.916753   95.0  22.17   0.0  0.0985  5.980  44.5  10.1826   1.0  371.0     11.3   21.17  27.34    95.41
247  1.625365   38.0   0.94   0.0  0.9113  6.209  46.0   8.2041   0.0  361.0     23.5  323.92  20.67   377.63
248  0.221029   57.0   7.43   1.0  0.2756  5.333  38.8  11.0553  21.0  420.0     19.3   50.46  13.58   125.44
249  1.275887   56.0  19.03   1.0  0.8541  7.102  32.1   4.6486   9.0  370.0     13.8  399.70  13.34   509.73
250  0.157101   45.0  13.24   0.0  0.0747  6.008  24.0   5.9984  19.0  249.0     16.9  370.71   9.75   104.11
251  0.907611   68.0  23.70   0.0  0.8735  6.511  33.7   3.3817  15.0  293.0     24.3  342.34   8.58   382.27
252  0.021660   48.0  23.87   1.0  0.1780  7.643  74.3   6.1805   8.0  303.0     15.7   61.69   3.85    83.71
253  0.754308   95.0   1.56   0.0  0.8010  7.115  25.0  11.0690   6.0  411.0     21.1  386.47  12.46   434.50
254  0.542556   89.0  15.08   0.0  0.2889  5.902  95.8  10.1180  22.0  270.0     20.9  372.69  27.73   130.40
255  0.810378    2.0  14.12   0.0  0.5753  5.172  66.3  12.9522  11.0  441.0     21.0  346.25  15.33   173.36
256  2.107664   24.0  13.59   0.0  0.9332  6.343  82.9   7.9606  23.0  217.0     12.8   95.68  24.31   459.34
257  1.744745   18.0  10.96   1.0  0.8173  5.064  61.5   6.7368  12.0  488.0     10.0  390.49   2.66   281.67
258  0.218712    1.0   0.22   0.0  0.1648  6.078  87.8   1.6669  21.0  235.0     10.5  334.91  25.90    47.88
259  0.605371   36.0   6.30   0.0  0.5072  6.207  40.8   4.6452  16.0  393.0     12.9   19.94  18.32    78.11
260  0.996492   95.0   5.32   0.0  0.7878  5.930  41.8  12.1421   5.0  334.0     19.2  394.96  17.11   240.92
261  0.177611   60.0   1.30   1.0  0.6474  6.948  56.4   1.2661  15.0  291.0     22.6  315.07   4.74   187.09
262  2.133702  100.0  24.63   1.0  0.2255  6.789  50.8   5.0432  23.0  348.0     24.8   86.47  16.85    81.43
263  0.860749   24.0   0.85   0.0  0.2936  6.063  44.8   2.5463  15.0  201.0     19.9  304.11  17.74    60.49
264  1.262584    8.0   1.62   0.0  0.3950  7.005   4.1   2.0422  11.0  479.0     21.8    0.89  25.36    45.39
265  0.428911    2.0  20.03   0.0  0.5998  6.005  64.6   0.5513  18.0  290.0     22.3  310.33   4.28   137.88
266  0.320605   62.0  23.97   0.0  0.4238  7.372  64.7   9.1905  12.0  415.0     13.9   46.69   9.54   121.99
267  1.427057   79.0  23.78   0.0  0.1896  5.263  91.9  10.9817  14.0  213.0     16.5   51.09  18.60   110.20
268  0.808546   51.0   2.90   1.0  0.4653  5.286  41.8   7.7006   3.0  291.0     14.0   88.23  18.59    85.87
269  0.698801   11.0  21.43   1.0  0.2944  6.161  45.7   6.0508  14.0  337.0     22.5   71.66   8.09    83.73
270  1.174812   56.0  14.50   1.0  0.8731  5.684  87.6   5.7075  17.0  210.0     24.6  378.25   3.82   313.11
271  2.000440   92.0   7.83   0.0  0.5619  5.121  22.5   6.2248   3.0  463.0     13.2   93.69  17.72    83.07
272  1.483685   43.0  13.87   1.0  0.2903  5.007  51.1   8.0823  16.0  282.0     19.4  307.20  23.30   101.57
273  0.817157   93.0   5.23   1.0  0.2892  5.807  83.8   5.1017  19.0  343.0     17.6  313.42  28.24    82.02
274  0.809213   22.0  23.75   1.0  0.3170  7.831  50.9  10.9407  11.0  330.0     24.7  340.35  21.17   136.28
275  0.471411  100.0  20.69   0.0  0.4572  5.718  15.4   9.5986  23.0  424.0     19.4  397.44  19.30   139.16
276  0.144830   86.0   6.40   0.0  0.5258  5.209  36.1   2.7516  18.0  232.0     17.1  369.10  25.91    68.77
277  0.062893   74.0  21.18   1.0  0.7140  5.812  62.0   9.1317   0.0  257.0     16.8  397.14  12.39   175.49
278  0.063675   81.0  21.32   1.0  0.6377  5.990  54.3   7.4127  18.0  287.0     15.8  319.67  22.92   137.98
279  0.674482   92.0  23.32   0.0  0.4374  6.823  72.9  10.9303   3.0  437.0     19.5  317.38  24.61   139.27
280  0.728492    1.0   2.88   0.0  0.1665  5.634  95.4  12.2330   6.0  287.0     20.1   26.22  29.60   119.13
281  0.024414   81.0  23.90   1.0  0.5781  5.216  32.7   9.9247   4.0  497.0     11.9   86.69   4.74   133.41
282  0.667871   16.0   4.37   1.0  0.6707  5.722  58.7   8.1816   4.0  250.0     16.1  301.83  13.32   143.52
283  0.366023   71.0   1.32   1.0  0.7851  5.969  15.7   3.8974  21.0  312.0     18.0  389.17  27.96   172.76
284  0.005703   92.0   7.19   1.0  0.0893  6.393  48.3   9.3724   4.0  207.0     16.9  386.75  14.76   107.81
285  0.672099   49.0   8.22   1.0  0.1502  6.757  16.2   2.7286  12.0  397.0     18.8   57.85   5.59    47.84
286  1.893487   98.0   4.01   1.0  0.6570  6.808  20.8   7.4090  21.0  392.0     16.5   82.08  20.85   172.54
287  0.779813   85.0   8.52   0.0  0.7631  6.465  39.7  11.2860   3.0  251.0     22.0   86.02   2.36   273.00
288  0.532454   45.0   8.71   1.0  0.9209  7.152  93.0   4.9449  16.0  412.0     23.7  336.80  26.15   806.94
289  0.981345   54.0   2.63   1.0  0.2404  6.226   8.1   3.3652  19.0  258.0     18.7  336.09  22.02    62.56
290  1.266146   31.0  13.01   0.0  0.5718  7.728  31.0   9.9396  23.0  446.0     13.5   40.29   4.57   196.33
291  0.973513   16.0  21.92   0.0  0.1764  7.101  96.2   9.0958  16.0  453.0     22.2  372.96   5.34   179.00
292  0.366178   78.0  25.35   1.0  0.6116  5.804  38.8   4.0018  11.0  419.0     14.2   73.63  23.44    83.80
293  0.678587   95.0  11.92   0.0  0.4468  7.240  95.0  12.0744   7.0  200.0     20.3   68.96  24.50   136.93
294  0.512824   25.0  20.15   0.0  0.7308  6.186   7.9   6.0675  22.0  344.0     14.7   28.09  19.96   159.71
295  0.724507   90.0  21.29   1.0  0.6532  6.408  89.4   6.1837   4.0  233.0     16.3  353.41   3.60   224.84
296  0.112087    0.0  25.35   1.0  0.4549  6.325  90.6   5.9138  24.0  466.0     19.2  368.34  25.66   112.26
297  0.686607   11.0  10.13   1.0  0.0942  7.237  55.1   4.8576   5.0  406.0     11.1  335.61   6.63   102.63
298  2.657334   26.0  19.73   1.0  0.7018  6.316  77.9  12.6441  13.0  326.0     16.6   73.57  16.98   211.45
299  1.623884   45.0  14.85   0.0  0.5873  7.603  17.5   5.7775  20.0  458.0     18.9   87.50  23.53   160.25
300  0.724145   63.0  18.12   1.0  0.8832  7.846  48.0   1.6094  14.0  307.0     19.7   63.17  23.79  1055.20
301  2.061815   18.0   8.22   0.0  0.2622  5.424  91.0  12.7783  18.0  273.0     14.0  352.34  22.72   143.74
302  0.359698   94.0  10.63   1.0  0.3243  6.607  89.1   6.4550  20.0  375.0     19.5   11.09  28.56    89.59
303  0.870343   93.0  14.36   1.0  0.1346  5.873  91.2  12.5295  13.0  424.0     13.8    1.97  26.85   128.37
304  0.513193   47.0   2.68   0.0  0.5786  6.408   9.8   5.5632   9.0  438.0     15.4  361.27  10.08   133.18
305  2.203018   25.0   5.38   1.0  0.1692  5.520  96.1   2.3648   1.0  468.0     24.7  353.57  24.74    48.54
306  1.261300   15.0   9.65   1.0  0.4569  7.504  58.1   1.5978  15.0  346.0     16.6   66.25  13.40    65.82
307  0.404514   51.0  12.79   1.0  0.4092  5.118  59.6   8.3820  12.0  402.0     11.5  385.46   6.89   148.70
308  0.200240   16.0   2.26   1.0  0.1062  7.547   2.8   4.1439  22.0  248.0     10.8   24.21  18.08    46.82
309  0.802839   44.0  14.21   0.0  0.5673  6.293   6.1   2.2948  16.0  304.0     24.8  344.92  28.94    84.52
310  0.048559    3.0   1.28   1.0  0.6684  5.175  10.3  12.8557  10.0  449.0     16.3   18.77  22.43   154.37
311  2.282642  100.0  17.83   0.0  0.3778  7.979  47.4   5.9945  23.0  415.0     14.2  326.71  15.21   113.33
312  0.312786   28.0  14.86   0.0  0.5542  5.170  85.8   1.2371  23.0  424.0     16.5  360.90   6.73   107.37
313  2.923556   57.0  17.08   0.0  0.9545  5.148  42.5   1.1149  18.0  491.0     21.1  371.80   8.37   211.60
314  1.963557   57.0   2.62   1.0  0.0486  7.732  38.2   4.0823  18.0  330.0     21.3  339.18  10.28    88.48
315  2.996262   81.0  23.47   1.0  0.8163  6.855  97.3   4.9396  24.0  348.0     13.2  364.05  21.91   351.31
316  2.072019   53.0  25.39   0.0  0.2705  7.946  79.3   0.5683   6.0  276.0     16.8  362.04  19.94    44.44
317  0.741649   31.0  16.86   0.0  0.8154  6.043  57.1  11.6773   9.0  444.0     11.8    0.00   6.92   251.87
318  0.242869   53.0   0.69   1.0  0.1939  6.520  97.2   2.3224   6.0  450.0     19.8   21.39  22.62    39.82
319  0.754655   89.0  20.51   1.0  0.1081  6.588  75.3  10.1997   9.0  400.0     10.2  308.84   3.92   180.46
320  0.721654   53.0  24.82   0.0  0.5660  7.631  69.6  10.8298   4.0  391.0     10.4   41.02  29.40   179.48
321  0.592538   20.0  19.41   0.0  0.4962  5.470  28.8  10.1652  18.0  424.0     24.1  309.54   8.95   160.33
322  0.811705   41.0  17.20   0.0  0.5376  7.297  40.7   0.9545  20.0  242.0     24.0  367.40   5.13   154.78
323  0.223582   55.0  17.58   0.0  0.7072  5.029   1.6   2.5680  20.0  379.0     15.7   96.93  11.98    79.37
324  0.302328   52.0   1.52   1.0  0.1978  5.050  17.2   4.0185   9.0  232.0     11.3  322.91  10.50    71.20
325  2.046832   12.0  19.55   0.0  0.9007  6.632  63.7  11.2108  19.0  407.0     21.1   11.34   4.15   516.68
326  0.714486   73.0   9.55   0.0  0.7662  7.135  17.0   2.6008   7.0  305.0     23.0   76.83  23.79   270.80
327  2.221536   42.0  19.65   1.0  0.3861  6.592  89.5   8.7708   9.0  347.0     10.3   83.98  28.02   102.91
328  0.362385   91.0   7.87   0.0  0.4992  5.206  26.4  10.6386  10.0  287.0     12.0   74.56  13.39   114.52
329  2.981646   64.0  20.06   1.0  0.7149  5.768  37.2  12.1464   4.0  366.0     13.7   71.13  29.96   174.31
330  2.305139    3.0   4.97   1.0  0.7335  7.268  51.7  12.9271  16.0  368.0     19.3  341.62  23.16   350.44
331  0.219312   83.0  15.83   0.0  0.1746  7.200  73.8   2.1977   2.0  289.0     23.3  375.81  29.63    44.49
332  0.758073   26.0   6.49   1.0  0.6129  5.043  84.8   8.2794  16.0  459.0     10.1   90.22   7.12   123.73
333  0.982292    2.0  10.98   0.0  0.2637  6.893  71.8   6.6547  18.0  284.0     23.1    6.21  24.48    86.18
334  0.457930   76.0   0.26   1.0  0.6251  7.874  20.4   2.8984  18.0  332.0     24.5    5.97  18.10   182.93
335  0.307767   31.0  10.60   0.0  0.1230  6.018  39.6   8.4015  14.0  476.0     21.1    3.48  14.61    94.34
336  0.762556    6.0  22.90   0.0  0.7389  6.792  61.7   2.5502   8.0  219.0     12.0   14.78   4.32   185.66
337  0.229932   16.0   4.77   0.0  0.0672  5.600  85.5  10.4889  23.0  464.0     15.8  336.42   9.44   154.71
338  0.848048   89.0  25.83   0.0  0.9950  5.597  84.2   5.9274  13.0  249.0     10.7   81.81  10.58   332.30
339  0.911273   43.0   9.39   0.0  0.0692  7.740  15.8  12.9678  20.0  351.0     21.9   10.47  28.28   132.54
340  1.624916   90.0  25.96   1.0  0.0205  5.653  73.6   2.2505  16.0  273.0     20.7   43.54  28.28    42.05
341  2.750958   88.0  16.11   0.0  0.6349  5.638  70.8  12.2819  12.0  364.0     12.2  327.98  24.07   168.17
342  0.271929   91.0   8.54   0.0  0.4976  5.729   9.5   5.4063   0.0  414.0     21.4  381.09   7.48   117.20
343  1.306651   49.0  15.27   1.0  0.6998  6.219   6.6   1.4901  12.0  466.0     14.0  316.17  25.21   111.73
344  0.312184   90.0  25.29   0.0  0.0824  7.145  24.6   4.5464   7.0  200.0     19.1   98.39  21.77    50.10
345  0.166135   58.0   8.81   1.0  0.2163  5.429  83.8   9.9646   0.0  287.0     21.5   23.92   8.83    95.90
346  0.851536   60.0   7.99   0.0  0.1955  6.180  38.9   5.5584   0.0  325.0     15.4   13.19  14.42    55.53
347  0.587185   47.0   2.35   0.0  0.9531  5.329   1.3   5.5535   2.0  265.0     17.6  331.28  22.48   222.67
348  0.543969    9.0  11.47   1.0  0.7686  5.796  90.2   6.1101   8.0  377.0     13.6   26.19  22.16   153.78
349  0.405105   46.0   2.29   1.0  0.4810  6.203  68.0   5.8721  13.0  332.0     11.8   89.52   3.79   106.24
350  0.475904    3.0   9.19   1.0  0.5301  6.286   4.2   0.3596  24.0  355.0     17.4    7.58  18.54    49.72
351  0.333165   99.0  25.58   1.0  0.1944  7.284  65.7  12.2943   8.0  314.0     15.1  354.85  25.75   131.67
352  0.365099   79.0  15.10   1.0  0.8028  7.722  59.1   0.5390   1.0  288.0     25.0  345.79  28.90   516.49
353  0.684759   59.0  23.97   1.0  0.2206  7.766  24.8  10.5527  20.0  269.0     12.6  331.09  19.31   121.07
354  1.233257   93.0   6.23   0.0  0.3503  6.054  15.1   2.2449  24.0  340.0     14.0   15.83  18.41    44.59
355  0.146789   15.0  14.47   1.0  0.1957  6.866  54.7  11.3910  17.0  426.0     24.2  348.76  27.57   138.80
356  2.667597    1.0  13.64   0.0  0.0687  7.311   4.2  10.4980  20.0  253.0     21.0   93.25   3.95   125.79
357  0.045883  100.0  23.98   0.0  0.5556  7.153  20.7   2.8416  10.0  399.0     19.6  347.54  29.42   100.81
358  0.744838   73.0  12.12   0.0  0.7805  6.045  60.1   0.3050   3.0  224.0     17.6  310.83  14.75   144.63
359  0.498053   11.0  18.44   0.0  0.5148  6.988   2.2  11.8843   8.0  235.0     19.1   35.57  25.93   139.11
360  0.304384   33.0  11.03   0.0  0.4657  7.789  72.8   1.3965  19.0  413.0     13.6   33.95  22.31    70.32
361  0.521930   43.0  24.27   1.0  0.0637  7.944  12.9   1.3305   9.0  475.0     20.4   33.68  15.84    24.63
362  0.976756   46.0  11.20   0.0  0.0039  5.501  95.7  12.5521   9.0  307.0     20.8  389.68  10.46   160.34
363  1.015135    8.0  13.41   1.0  0.6449  5.080  31.2  10.2915   7.0  479.0     20.2   25.00  11.02   129.91
364  0.341257   94.0  16.74   1.0  0.2477  7.514  93.4   0.4458  22.0  486.0     22.4  347.47  16.08    62.14
365  0.937423   53.0   8.36   0.0  0.2321  6.223  49.1   3.9298   9.0  297.0     22.8  339.61  19.73    68.21
366  0.926008   40.0  21.21   1.0  0.4355  7.239  72.7   1.8180   1.0  462.0     18.8  323.56  21.09    63.31
367  0.411584   50.0  13.33   1.0  0.7565  7.134  82.8   8.0018  15.0  419.0     22.7   15.17  14.39   314.69
368  0.549839   90.0   2.39   0.0  0.9414  6.646  41.6   9.0789  22.0  393.0     19.3  302.36   8.80   656.88
369  0.074842   33.0  18.10   0.0  0.8969  6.374  53.2   8.6259   7.0  431.0     20.3  374.10  16.16   414.82
370  1.747890   94.0  18.60   1.0  0.4730  6.576  49.8   3.1261  21.0  243.0     20.6  350.78  24.01    85.31
371  0.274361    7.0  13.48   1.0  0.2980  5.337  56.1   3.4115   5.0  364.0     15.4   24.39   2.13    54.46
372  2.736227   93.0  23.30   1.0  0.5194  7.050  78.0   0.8390  21.0  353.0     21.4  391.00  17.76    95.07
373  1.981874   54.0  16.84   0.0  0.9496  6.232   9.7   8.3886  24.0  430.0     24.6    1.51  17.74   471.69
374  1.633605   87.0  16.80   0.0  0.7757  5.596  13.5  12.9580  13.0  297.0     24.2  362.70  10.20   234.24
375  0.794433   51.0  25.66   1.0  0.7703  5.717  84.9   4.1879  23.0  322.0     21.7   78.02  21.73   150.28
376  1.492260   76.0   3.28   1.0  0.9192  7.591  51.7   8.4984   9.0  369.0     12.4   50.56  13.59  1159.31
377  0.213005   97.0  10.83   1.0  0.0900  6.902  44.2   1.0726  16.0  302.0     10.9   94.94   6.80    36.44
378  0.482066   61.0   0.60   1.0  0.9539  7.139  29.3   6.8725   8.0  397.0     24.7   23.09   8.96   980.80
379  0.241949   84.0  23.99   0.0  0.1689  7.528  76.1   5.5809   5.0  210.0     15.1  363.41   7.02   110.14
380  0.536343   36.0  10.44   1.0  0.2019  5.523  31.8   8.3860  24.0  343.0     11.0  351.58  26.42   101.38
381  0.902888   14.0  25.45   1.0  0.9024  5.278  20.8   3.0918   0.0  459.0     24.1   57.39  15.41   151.06
382  2.744836   71.0   1.76   0.0  0.4850  5.030  95.4  10.5457  21.0  270.0     21.8   87.76  25.70   129.65
383  1.358021   55.0   2.21   1.0  0.3438  5.685  22.9   6.5744  13.0  301.0     10.5  315.01   5.39   127.97
384  0.934544    3.0   4.09   1.0  0.6207  6.771  61.6  11.3372  10.0  230.0     24.7   40.75  25.04   174.60
385  0.597447    0.0   4.48   0.0  0.2375  7.816  66.6  12.6038   3.0  245.0     11.4  346.79  23.80   136.05
386  0.635254   66.0  22.21   1.0  0.6503  5.810  67.2  10.8230   2.0  382.0     21.4   96.48  23.89   149.77
387  0.954119   33.0  10.15   0.0  0.9884  7.694  19.1   1.4483  20.0  449.0     11.7   67.33   8.98  2040.64
388  0.120157   36.0  18.51   0.0  0.6938  5.678  90.1   5.2749   8.0  226.0     11.6  392.25  13.02   136.64
389  0.906432   42.0   9.99   0.0  0.8933  7.676  38.6   8.0989  14.0  430.0     24.4   62.08  21.16  1043.36
390  0.300226   27.0  14.85   0.0  0.6762  7.439   9.7   2.2102  15.0  235.0     22.4  342.89  25.77   199.66
391  0.362827   12.0  12.26   1.0  0.5877  7.567  75.3   5.6521   8.0  375.0     13.5  389.95  10.18   184.66
392  0.647408   23.0  17.90   1.0  0.2791  7.241  76.3   6.3088  23.0  347.0     14.7   63.54   2.55   107.69
393  0.759438   15.0   3.43   1.0  0.2647  6.795  20.1  12.1556   4.0  321.0     14.8   96.84  14.97   118.42
394  2.670706   58.0  19.39   0.0  0.4630  7.130  90.5  11.7092  12.0  500.0     14.5   86.68  18.93   153.96
395  0.443235   37.0   2.48   0.0  0.9345  6.080  48.1   4.4836   1.0  409.0     18.4  330.22  15.10   360.82
396  0.823580   80.0  12.82   1.0  0.6099  6.877  62.9   2.4086  22.0  211.0     12.7    4.29  10.74   103.85
397  0.805869   65.0  18.64   1.0  0.6577  5.307  94.2   9.1105  16.0  233.0     13.9  352.70  17.72   143.71
398  0.147703   52.0   8.80   1.0  0.1860  5.807  93.5   2.4793  21.0  417.0     18.5  342.60  18.66    68.61
399  1.712397   48.0  20.72   0.0  0.8966  5.766  52.8   0.8225  20.0  496.0     24.8  362.45  29.71   222.42
400  0.763249   21.0   0.25   1.0  0.8090  6.713  94.2   2.5660  19.0  324.0     16.3   57.27  29.21   274.86
401  0.516091    0.0   7.52   0.0  0.8625  6.241  71.2   8.0208  21.0  427.0     11.3  364.04   4.34   384.47
402  0.657012   58.0  22.78   1.0  0.4222  5.835  72.5   3.0269  21.0  312.0     13.4  328.83  23.71    70.10
403  0.579190    7.0   3.11   0.0  0.1339  6.759  55.7   8.9300  11.0  262.0     23.2   36.52  11.96    94.44
404  0.144620   22.0   0.93   0.0  0.2644  7.781  17.1   8.8436   9.0  343.0     19.0   16.42   8.44    94.09
405  1.783229   18.0   1.87   1.0  0.2364  5.074  59.8   8.9174  19.0  330.0     10.3   75.55  21.16    95.83
406  0.584838   80.0   0.24   0.0  0.8656  7.473  66.1  12.3510   1.0  214.0     13.4  323.95  10.36   779.66
407  0.886445    7.0   1.29   0.0  0.5898  5.485  98.6  11.0866  19.0  209.0     20.9   92.57   7.62   150.31
408  0.095347   27.0  20.74   1.0  0.7053  5.748  80.5   4.2773  10.0  387.0     21.9   53.39  10.95   117.16
409  2.375996   99.0  21.21   1.0  0.2224  7.359  38.5   9.5265  24.0  473.0     19.3  348.70  26.26   126.42
410  1.031208   88.0  20.96   1.0  0.0032  5.668  34.4   7.6304  11.0  478.0     19.5   43.99   8.37    86.57
411  0.950859   87.0  17.17   0.0  0.4459  7.800  75.7   1.5572  17.0  338.0     24.0  368.13  12.63   100.19
412  0.660427   15.0   7.49   0.0  0.7982  7.767  81.8   9.8645   5.0  337.0     22.4  385.33   9.96   627.88
413  0.897620   39.0  13.51   1.0  0.9966  5.404  69.1   2.0203   1.0  264.0     17.4   58.74   5.15   254.51
414  0.546334   74.0   9.52   0.0  0.9382  5.170  40.1   8.5442  12.0  462.0     15.2  376.36   5.85   280.37
415  2.847071   83.0   9.97   0.0  0.7292  6.994  62.3   6.1370  17.0  259.0     14.8   73.92  14.70   235.96
416  0.769473   30.0   4.43   1.0  0.8345  7.377  93.8   6.4969  24.0  456.0     15.8   80.79  13.47   561.01
417  1.648380   34.0  25.16   1.0  0.4062  6.858  91.6   1.1783  16.0  299.0     17.9  321.12  14.94    68.87
418  0.695917   24.0  20.71   1.0  0.2645  5.570  65.9   8.6448  18.0  470.0     13.2  308.15  28.02   108.87
419  0.088465   31.0   2.61   0.0  0.1033  6.731  82.7   9.6313   3.0  459.0     12.5  305.69  11.09   125.57
420  0.275155   22.0  23.47   1.0  0.4827  7.420  97.0   7.1633   6.0  361.0     10.9   60.50   4.30   123.76
421  0.812657   88.0  16.30   0.0  0.5326  6.227   8.3   9.0514   5.0  338.0     22.2  312.46  22.96   123.67
422  2.721139   53.0   5.12   0.0  0.4660  5.215  49.3   4.3818  21.0  426.0     22.9   69.19  18.18    79.39
423  0.064310   61.0  13.81   0.0  0.1386  6.638  59.5   1.7900  16.0  239.0     23.6   21.90  14.26    40.87
424  0.116757   97.0  12.31   0.0  0.5079  6.662  52.2  11.1183   8.0  245.0     22.5   63.66  27.01   133.80
425  0.652354   34.0  25.04   0.0  0.5495  6.259  43.9  12.1115  13.0  464.0     15.5  379.98  12.87   181.76
426  1.897380   63.0  16.58   0.0  0.9896  5.316  22.8   2.5386   6.0  393.0     18.1   88.08   8.91   232.22
427  0.993870   85.0   5.34   0.0  0.2679  5.103  68.0   4.6982   4.0  395.0     19.3  375.76  18.49    75.78
428  0.304771   30.0   6.81   1.0  0.9353  5.284  25.6   2.7776  12.0  279.0     12.7  353.62   8.73   212.99
429  0.537024   63.0  10.58   0.0  0.5674  6.159  21.7   7.3500   0.0  441.0     22.0   78.93  19.97   104.64
430  0.918267   14.0   2.70   0.0  0.3751  5.243  57.3  12.1549  21.0  316.0     14.7   92.29   7.01   140.89
431  1.642030    8.0  21.96   1.0  0.6442  6.917  88.9   9.5400   2.0  236.0     18.8   41.00   3.73   183.40
432  0.995757    0.0   2.96   0.0  0.8305  7.482  74.7   2.7882  11.0  387.0     10.7    6.72  27.20   538.43
433  0.869224    1.0  23.71   0.0  0.4391  7.509  21.1   2.7107   7.0  274.0     18.2   52.81   4.86    67.65
434  2.675137   23.0   1.74   0.0  0.4172  5.435  16.2   5.5854  15.0  231.0     17.2  376.80  25.11    81.80
435  0.144152   41.0  12.59   1.0  0.7458  5.176   5.2   4.5287  18.0  426.0     10.6  371.96   5.05   169.91
436  2.705762    5.0   4.06   0.0  0.9619  7.562  36.3   3.5949  23.0  372.0     10.9  316.60   2.97  1594.62
437  0.754041   98.0  23.94   0.0  0.7433  6.751  96.6  12.6821   2.0  453.0     12.6  351.23  17.55   294.73
438  0.940199   58.0   1.72   1.0  0.2937  5.804  56.2   2.9720  19.0  281.0     22.0  338.51   6.01   109.32
439  2.435970   45.0  23.12   1.0  0.7111  6.005  98.0   8.6290  19.0  272.0     10.4  324.99  26.54   172.29
440  0.626246   30.0  19.97   0.0  0.4432  5.680  18.5   1.2377  10.0  233.0     17.4  338.02  21.92    47.65
441  1.274833   98.0  23.74   1.0  0.6611  5.134  54.6   8.6731   3.0  304.0     22.4  337.21  22.55   125.19
442  0.175390   24.0  13.45   1.0  0.0899  6.946  36.0  10.0999  20.0  475.0     22.7   28.40  19.39   115.74
443  0.387644   98.0  25.07   1.0  0.2379  5.762  17.8  12.9729   2.0  417.0     19.4  365.02  24.95   135.12
444  0.066807   64.0  22.03   0.0  0.5460  6.811  12.2  12.7029  17.0  475.0     24.8    4.74   8.38   174.52
445  0.058740   41.0   0.19   0.0  0.0184  5.907  31.5   0.3974  15.0  478.0     22.5  389.35  28.26    36.64
446  0.748458   51.0   6.62   1.0  0.8098  7.167  70.3   4.1147  24.0  445.0     16.7   23.04  21.51   393.39
447  0.827931   34.0   3.50   1.0  0.5301  6.849  66.4   8.0185   4.0  302.0     22.3  312.84   7.35   157.22
448  1.136325   78.0  22.39   0.0  0.6649  7.851  81.8   7.9162  10.0  430.0     20.7    4.47  19.03   272.26
449  0.317197   67.0  11.43   1.0  0.2319  7.965  15.9   3.0566  21.0  233.0     13.1   42.92  12.63    47.06
450  0.234402   23.0  18.59   0.0  0.2676  6.090  43.0   1.0457   2.0  419.0     13.2  337.69  12.29    48.10
451  0.772131   97.0   1.66   1.0  0.5756  7.146  81.2   8.0211  10.0  444.0     17.8  334.50  13.98   171.72
452  0.119716   46.0   3.61   0.0  0.6877  5.972  96.3   9.0878   7.0  396.0     10.1   28.26  28.87   153.73
453  2.395138   51.0  13.55   0.0  0.7551  6.788  95.1   3.8199   8.0  273.0     20.0  365.60  28.46   229.17
454  0.254849   12.0   5.67   1.0  0.4478  7.586  28.2   7.1036  21.0  272.0     21.3  347.03  18.34   128.13
